gene	C5_unstranded	C5_strand1	C5_strand2
RAB17	0	0	0
PRLH	0	0	0
MLPH	0	0	0
COL6A3	85	48	37
TRNAC-ACA	0	0	0
COPS8	67	16	51
LOC121817244	0	0	0
TRNAC-ACA_1	0	0	0
LOC105609224	0	0	0
ACKR3	0	0	0
IQCA1	979	598	381
TRNAG-CCC	0	0	0
LOC121818803	0	0	0
ASB18	0	0	0
GBX2	0	0	0
AGAP1	179	73	106
LOC121818811	445	219	226
SH3BP4	63	27	36
LOC121818812	0	0	0
LOC121818814	172	126	46
ARL4C	0	0	0
LOC121817251	74	36	38
LOC114111345	0	0	0
LOC121818818	234	101	133
LOC121818819	0	0	0
SPP2	0	0	0
TRPM8	70	33	37
LOC101111929	65	32	33
LOC105616272	0	0	0
LOC121818824	0	0	0
LOC105616273	0	0	0
UGT1A6	0	0	0
UGT1A3	0	0	0
UGT1A4	0	0	0
UGT1A1	0	0	0
UGT1A9	0	0	0
DNAJB3	0	0	0
LOC114113989	0	0	0
LOC105616317	0	0	0
LOC121818837	0	0	0
USP40	871	459	412
LOC114111360	0	0	0
DGKD	0	0	0
SAG	267	134	133
ATG16L1	291	146	145
LOC114111333	5	0	5
LOC114111327	343	181	162
LOC121818846	0	0	0
INPP5D	79	35	44
LOC114114006	87	35	52
NEU2	0	0	0
NGEF	0	0	0
SNORC	0	0	0
GIGYF2	145	69	76
KCNJ13	0	0	0
EFHD1	0	0	0
ZSCAN20	0	0	0
CSMD2	635	278	357
HMGB4	0	0	0
C1H1orf94	0	0	0
LOC121818920	116	39	77
LOC121818926	0	0	0
GJB5	0	0	0
LOC121818941	0	0	0
GJB4	0	0	0
GJB3	0	0	0
GJA4	0	0	0
LOC121818942	117	53	64
SMIM12	0	0	0
DLGAP3	0	0	0
TRNAG-CCC_1	0	0	0
LOC101114743	0	0	0
TMEM35B	0	0	0
ZMYM6	0	0	0
ZMYM1	241	153	88
LOC105602104	67	35	32
LOC106990819	0	0	0
SFPQ	1837	1029	808
LOC101109132	145	94	51
ZMYM4	0	0	0
LOC114111011	0	0	0
LOC101109655	3	1	2
KIAA0319L	401	209	192
NCDN	1	0	1
TFAP2E	0	0	0
PSMB2	188	81	107
C1H1orf216	0	0	0
CLSPN	130	70	60
TRNAE-UUC	0	0	0
AGO4	328	155	173
LOC121818978	0	0	0
LOC101111060	74	27	47
AGO3	439	213	226
LOC114111240	0	0	0
LOC121818983	0	0	0
TEKT2	75	36	39
ADPRS	0	0	0
COL8A2	0	0	0
TRAPPC3	0	0	0
MAP7D1	103	59	44
THRAP3	346	239	107
SH3D21	120	49	71
EVA1B	0	0	0
STK40	516	255	261
LSM10	0	0	0
OSCP1	40	11	29
MRPS15	41	21	20
CSF3R	0	0	0
GRIK3	0	0	0
LOC105603244	0	0	0
ZC3H12A	0	0	0
MEAF6	125	69	56
SNIP1	0	0	0
DNALI1	0	0	0
GNL2	0	0	0
RSPO1	216	89	127
C1H1orf109	154	54	100
CDCA8	0	0	0
EPHA10	107	43	64
LOC114111163	0	0	0
MANEAL	72	28	44
YRDC	27	0	27
C1H1orf122	111	63	48
MTF1	195	120	75
INPP5B	358	162	196
SF3A3	0	0	0
FHL3	0	0	0
UTP11	75	41	34
POU3F1	203	78	125
TRNAC-GCA	0	0	0
RRAGC	0	0	0
LOC121819013	42	0	42
GJA9	0	0	0
RHBDL2	0	0	0
TRNAA-UGC	0	0	0
TRNAA-UGC_1	0	0	0
TRNAA-UGC_2	0	0	0
LOC114111188	0	0	0
AKIRIN1	0	0	0
LOC114114099	0	0	0
NDUFS5	704	372	332
MACF1	646	341	305
LOC114110953	0	0	0
LOC121819031	0	0	0
TRNAR-GCG	0	0	0
LOC121819029	0	0	0
TRNAG-UCC	0	0	0
LOC101120626	0	0	0
LOC114114126	0	0	0
LOC105604051	0	0	0
PABPC4	1944	935	1009
LOC114111320	0	0	0
HEYL	0	0	0
NT5C1A	0	0	0
HPCAL4	0	0	0
LOC121817293	0	0	0
PPIE	0	0	0
LOC121819044	0	0	0
BMP8B	0	0	0
OXCT2	0	0	0
TRIT1	0	0	0
MYCL	68	29	39
MFSD2A	83	52	31
CAP1	62	26	36
TRNAR-CCU	0	0	0
PPT1	134	84	50
LOC114111355	0	0	0
LOC105603393	0	0	0
LOC105604595	0	0	0
RLF	0	0	0
TMCO2	0	0	0
ZMPSTE24	0	0	0
LOC105604745	0	0	0
COL9A2	0	0	0
SMAP2	0	0	0
ZFP69B	0	0	0
LOC121819063	0	0	0
ZFP69	0	0	0
EXO5	0	0	0
ZNF684	105	57	48
LOC101102188	0	0	0
RIMS3	109	89	20
LOC105605528	78	61	17
NFYC	32	18	14
MIR30C	0	0	0
KCNQ4	0	0	0
LOC121819078	0	0	0
CITED4	114	26	88
CTPS1	0	0	0
SLFNL1	0	0	0
SCMH1	111	56	55
LOC114111142	0	0	0
LOC121819081	0	0	0
TRNAG-CCC_2	0	0	0
FOXO6	0	0	0
EDN2	0	0	0
HIVEP3	127	76	51
LOC114114913	0	0	0
LOC121817307	51	30	21
GUCA2B	0	0	0
GUCA2A	0	0	0
FOXJ3	106	38	68
LOC121817095	645	254	391
LOC114111265	0	0	0
RIMKLA	0	0	0
ZMYND12	0	0	0
PPCS	0	0	0
CCDC30	0	0	0
PPIH	177	95	82
YBX1	16	4	12
CLDN19	0	0	0
LOC121819109	0	0	0
P3H1	0	0	0
C1H1orf50	0	0	0
TMEM269	0	0	0
LOC101106376	0	0	0
LOC101103113	0	0	0
ZNF691	49	26	23
SLC2A1	0	0	0
LOC121819112	27	14	13
LOC101103614	0	0	0
LOC101104115	0	0	0
LOC101104364	51	25	26
LOC101104625	0	0	0
LOC101104878	0	0	0
LOC101107645	53	24	29
LOC101107910	0	0	0
LOC101105126	108	68	40
LOC101105378	0	0	0
LOC101108173	0	0	0
LOC101105621	0	0	0
LOC101108434	0	0	0
FAM183A	0	0	0
EBNA1BP2	76	41	35
CFAP57	0	0	0
LOC121819116	0	0	0
TMEM125	152	77	75
C1H1orf210	0	0	0
LOC101109657	0	0	0
TIE1	0	0	0
LOC105607154	0	0	0
MPL	76	36	40
LOC114111150	0	0	0
CDC20	0	0	0
ELOVL1	31	31	0
LOC106990835	0	0	0
MED8	70	36	34
SZT2	41	41	0
HYI	208	115	93
PTPRF	75	39	36
KDM4A	192	74	118
ST3GAL3	150	92	58
LOC121819140	0	0	0
ARTN	0	0	0
LOC121816039	0	0	0
IPO13	0	0	0
DPH2	0	0	0
ATP6V0B	54	36	18
B4GALT2	70	30	40
CCDC24	85	46	39
SLC6A9	42	28	14
LOC121817808	0	0	0
KLF17	0	0	0
DMAP1	249	87	162
ERI3	1023	470	553
RNF220	347	157	190
LOC105607754	0	0	0
TMEM53	64	22	42
ARMH1	184	74	110
LOC114110972	0	0	0
LOC106990837	0	0	0
KIF2C	0	0	0
RPS8	3961	2068	1893
LOC114111281	0	0	0
LOC114111284	0	0	0
LOC114111283	0	0	0
LOC114111282	0	0	0
BEST4	0	0	0
PLK3	0	0	0
DYNLT4	0	0	0
BTBD19	0	0	0
LOC114110971	0	0	0
LOC114114746	0	0	0
PTCH2	0	0	0
EIF2B3	129	76	53
LOC101115653	0	0	0
TRNAY-AUA	0	0	0
HECTD3	5	0	5
UROD	231	169	62
ZSWIM5	0	0	0
LOC121817852	0	0	0
LOC105605152	32	17	15
LOC114114749	0	0	0
LOC114111081	0	0	0
LOC105608026	107	39	68
HPDL	0	0	0
MUTYH	0	0	0
TOE1	53	71	93
TESK2	65	102	74
CCDC163	0	0	0
MMACHC	0	0	0
PRDX1	1047	614	433
AKR1A1	0	0	0
LOC101121892	0	0	0
CCDC17	0	0	0
LOC121819166	54	35	19
GPBP1L1	133	63	70
TMEM69	0	0	0
LOC101122737	134	67	67
LOC114115297	0	0	0
MAST2	94	57	37
LOC101123247	192	104	88
TRNAC-ACA_2	0	0	0
LOC114111041	0	0	0
P3R3URF	0	0	0
TSPAN1	82	36	46
POMGNT1	106	57	49
LURAP1	73	56	17
RAD54L	79	74	5
LRRC41	0	0	0
UQCRH	504	295	209
LOC101102851	47	28	19
NSUN4	0	0	0
FAAH	303	148	155
LOC101103602	0	0	0
DMBX1	0	0	0
TMEM275	0	0	0
KNCN	0	0	0
MKNK1	0	0	0
MOB3C	0	0	0
ATPAF1	0	0	0
TEX38	0	0	0
EFCAB14	13	13	0
LOC121819206	0	0	0
LOC101105114	1588	810	778
LOC101105610	0	0	0
LOC114114831	0	0	0
LOC114114832	0	0	0
LOC101106121	0	0	0
LOC114112991	0	0	0
LOC114112990	0	0	0
PDZK1IP1	121	76	45
TAL1	0	0	0
STIL	47	33	14
LOC114111149	0	0	0
TRNAE-UUC_1	0	0	0
CMPK1	0	0	0
FOXE3	0	0	0
LOC114114836	0	0	0
FOXD2	0	0	0
LOC121819226	0	0	0
LOC121819228	0	0	0
TRNAS-GGA	0	0	0
TRABD2B	0	0	0
LOC121819229	0	0	0
LOC121817433	62	21	41
LOC101114922	0	0	0
SLC5A9	0	0	0
SPATA6	142	90	52
LOC101115174	0	0	0
TRNAC-ACA_3	0	0	0
BEND5	0	0	0
LOC114115358	182	92	90
TRNAS-GGA_1	0	0	0
ELAVL4	352	187	165
DMRTA2	0	0	0
FAF1	118	58	60
TRNAS-GGA_2	0	0	0
CDKN2C	0	0	0
LOC114114853	87	41	46
C1H1orf185	0	0	0
RNF11	42	21	21
TRNAY-GUA	0	0	0
TTC39A	0	0	0
EPS15	57	30	27
OSBPL9	18	11	7
LOC114111239	0	0	0
LOC105609515	0	0	0
NRDC	155	65	90
LOC114114864	760	426	334
LOC106990841	0	0	0
RAB3B	0	0	0
TXNDC12	54	30	24
KTI12	0	0	0
BTF3L4	171	71	100
LOC114114872	5	2	3
LOC105609508	0	0	0
ZFYVE9	0	0	0
LOC114111006	0	0	0
CC2D1B	347	168	179
LOC105609509	0	0	0
ORC1	65	27	38
PRPF38A	0	0	0
TUT4	178	59	119
GPX7	0	0	0
SHISAL2A	0	0	0
LOC121819277	0	0	0
LOC101116001	0	0	0
ZYG11B	0	0	0
LOC114111252	0	0	0
ZYG11A	198	127	71
LOC101116777	0	0	0
LOC105609512	63	32	31
LOC101117028	0	0	0
LOC101117285	52	28	24
PODN	0	0	0
SLC1A7	0	0	0
CPT2	0	0	0
CZIB	72	31	41
MAGOH	77	38	39
LRP8	0	0	0
LOC101119086	0	0	0
DMRTB1	0	0	0
GLIS1	0	0	0
TRNAW-CCA	0	0	0
NDC1	507	307	200
YIPF1	0	0	0
DIO1	0	0	0
HSPB11	194	98	96
LRRC42	14	9	5
TRNAG-UCC_1	0	0	0
LDLRAD1	0	0	0
TMEM59	654	342	312
TCEANC2	0	0	0
LOC114111306	0	0	0
CDCP2	0	0	0
LOC101121639	0	0	0
SSBP3	116	65	51
ACOT11	0	0	0
FAM151A	47	30	17
MROH7	41	41	0
TTC4	136	67	69
PARS2	0	0	0
LOC121819396	0	0	0
TTC22	0	0	0
LEXM	0	0	0
DHCR24	91	44	47
LOC114111296	0	0	0
TMEM61	0	0	0
BSND	0	0	0
LOC114111012	0	0	0
USP24	115	63	52
PHF11	0	0	0
LOC114111224	0	0	0
TRNAW-CCA_1	0	0	0
TRNAY-AUA_1	0	0	0
LOC121819402	0	0	0
TRNAW-CCA_2	0	0	0
PLPP3	133	95	38
LOC105608340	63	28	35
PRKAA2	125	79	46
FYB2	0	0	0
C8A	52	0	52
C8B	0	0	0
DAB1	176	101	75
TRNAC-ACA_4	0	0	0
TRNAC-ACA_5	20	15	5
LOC114111005	0	0	0
OMA1	28	17	11
TACSTD2	26	14	12
MYSM1	118	32	86
JUN	139	65	74
LOC106990843	188	82	106
TRNAG-CCC_3	0	0	0
LOC121819415	0	0	0
TRNAS-GGA_3	0	0	0
LOC105608334	0	0	0
LOC114111089	40	40	0
LOC105608331	207	100	107
FGGY	310	158	152
TRNAG-CCC_4	0	0	0
LOC114115024	39	32	7
LOC114115018	0	0	0
LOC121819421	0	0	0
HOOK1	0	0	0
LOC101121563	51	13	38
LOC101121820	0	0	0
CYP2J	58	27	31
C1H1orf87	42	33	9
TRNAS-GGA_4	64	27	37
LOC114115115	109	60	49
LOC114115126	0	0	0
LOC105612174	0	0	0
LOC105612432	0	0	0
LOC106990844	0	0	0
NFIA	701	336	365
LOC121819434	0	0	0
LOC101122828	0	0	0
TM2D1	271	129	142
LOC121819445	0	0	0
PATJ	142	76	66
LOC101106471	1	1	0
LOC121819443	0	0	0
LOC114115224	421	225	196
LOC121819447	1	1	0
LOC121819452	58	25	33
LOC114111027	0	0	0
LOC121819458	0	0	0
KANK4	0	0	0
LOC121819464	0	0	0
TRNAC-ACA_6	0	0	0
LOC114111198	0	0	0
USP1	0	0	0
DOCK7	1352	730	622
ANGPTL3	0	0	0
TRNAC-ACA_7	0	0	0
ATG4C	0	0	0
LOC114115222	0	0	0
TRNAY-GUA_1	0	0	0
LOC105611362	0	0	0
FOXD3	0	0	0
ALG6	0	0	0
LOC114115268	0	0	0
LOC101108702	47	28	19
LOC121819493	1	1	0
EFCAB7	0	0	0
PGM1	40	24	16
ROR1	0	0	0
TRNAS-AGA	0	0	0
UBE2U	0	0	0
LOC114111064	0	0	0
CACHD1	36	24	12
LOC105611720	193	110	83
RAVER2	45	0	45
LOC121819504	0	0	0
LOC114115286	0	0	0
JAK1	164	41	123
TRNAG-GCC	0	0	0
AK4	0	0	0
TRNAE-UUC_2	0	0	0
DNAJC6	22	22	0
LEPROT	0	0	0
LEPR	1	1	0
LOC114111077	0	0	0
PDE4B	0	0	0
TRNAS-GGA_5	0	0	0
LOC121817474	0	0	0
LOC121819525	0	0	0
SGIP1	338	165	173
LOC101112774	77	38	39
DYNLT5	0	0	0
INSL5	0	0	0
DNAI4	0	0	0
MIER1	0	0	0
SLC35D1	101	59	42
C1H1orf141	0	0	0
IL23R	0	0	0
IL12RB2	0	0	0
SERBP1	452	253	199
LOC121819579	0	0	0
LOC121819580	152	83	69
GADD45A	0	0	0
GNG12	62	22	40
LOC114111122	0	0	0
LOC114116104	0	0	0
DIRAS3	0	0	0
WLS	45	6	39
LOC121819581	0	0	0
TRNAC-ACA_8	0	0	0
TRNAW-CCA_3	0	0	0
RPE65	0	0	0
DEPDC1	0	0	0
LRRC7	134	69	65
LOC114110978	0	0	0
LRRC40	0	0	0
SRSF11	293	152	141
ANKRD13C	0	0	0
CTH	184	128	56
PTGER3	110	50	60
LOC105609897	0	0	0
ZRANB2	141	59	82
TRNAW-CCA_4	0	0	0
NEGR1	55	23	32
LOC114112478	0	0	0
LRRIQ3	95	51	44
FPGT	0	0	0
LOC101120030	21	0	21
LRRC53	0	0	0
ERICH3	174	91	83
TRNAW-CCA_5	0	0	0
CRYZ	0	0	0
TYW3	0	0	0
LOC114116266	0	0	0
LHX8	0	0	0
SLC44A5	0	0	0
TRNAC-GCA_1	0	0	0
LOC114111055	0	0	0
LOC105605964	0	0	0
ACADM	0	0	0
LOC114112993	0	0	0
RABGGTB	77	35	42
LOC114111288	0	0	0
LOC114111291	0	0	0
LOC114111289	59	30	29
MSH4	52	23	29
ASB17	0	0	0
ST6GALNAC3	111	53	58
ST6GALNAC5	62	42	20
PIGK	0	0	0
AK5	331	166	165
ZZZ3	955	509	446
USP33	0	0	0
MIGA1	72	44	28
LOC114111133	0	0	0
LOC114111078	0	0	0
NEXN	0	0	0
FUBP1	816	458	358
DNAJB4	164	74	90
GIPC2	725	385	340
TRNAG-CCC_5	43	9	34
LOC114111140	0	0	0
LOC105614727	0	0	0
LOC121817520	0	0	0
PTGFR	0	0	0
IFI44L	0	0	0
IFI44	185	101	84
ADGRL4	99	47	52
LOC114111194	0	0	0
TRNAW-CCA_6	0	0	0
LOC114111170	0	0	0
LOC114113047	0	0	0
ADGRL2	72	27	45
TTLL7	33	7	26
TRNAC-GCA_2	0	0	0
PRKACB	0	0	0
SAMD13	0	0	0
LOC121819633	0	0	0
LOC101109838	38	0	38
TRNAG-CCC_6	0	0	0
DNASE2B	0	0	0
RPF1	4	4	0
GNG5	92	56	36
SPATA1	0	0	0
CTBS	0	0	0
LOC101110888	0	0	0
LPAR3	13	3	10
MCOLN2	240	95	145
LOC121819643	0	0	0
MCOLN3	111	68	43
LOC114115573	0	0	0
DNAI3	112	24	88
LOC121819644	0	0	0
LOC114111363	0	0	0
LOC114115574	0	0	0
SYDE2	0	0	0
TRNAG-CCC_7	0	0	0
C1H1orf52	0	0	0
BCL10	58	28	30
LOC121819647	120	79	41
LOC114115576	3	1	2
DDAH1	0	0	0
TRNAG-CCC_8	0	0	0
CCN1	78	37	41
LOC106990846	0	0	0
LOC105609229	0	0	0
ZNHIT6	0	0	0
COL24A1	33	0	33
TRNAV-CAC	0	0	0
ODF2L	0	0	0
LOC105609231	68	27	41
LOC114113054	0	0	0
CLCA2	0	0	0
CLCA1	59	29	30
LOC101115586	0	0	0
LOC101116002	0	0	0
LOC105609232	0	0	0
LOC101116267	0	0	0
SH3GLB1	62	46	16
SELENOF	583	317	266
HS2ST1	91	44	47
LOC121819671	0	0	0
LOC114111249	0	0	0
LMO4	276	134	142
LOC121819673	0	0	0
TRNAE-CUC	0	0	0
LOC114116521	0	0	0
LOC114113056	0	0	0
PKN2	31	3	28
GTF2B	98	55	43
KYAT3	0	0	0
LOC121817854	0	0	0
LOC101119517	228	100	128
LOC101119773	0	0	0
LOC101120395	220	97	123
LOC105614852	45	45	0
LOC101120367	112	65	47
LOC101120617	18	18	0
LOC121817862	0	0	0
LOC101105481	0	0	0
LOC101103547	47	31	16
LOC114115616	0	0	0
LOC101114579	0	0	0
LOC101120875	76	47	29
LRRC8B	101	30	71
LOC105611345	87	48	39
LRRC8C	52	27	25
LOC105611344	0	0	0
LRRC8D	0	0	0
LOC121819678	0	0	0
ZNF326	0	0	0
TRNAC-ACA_9	0	0	0
LOC443297	73	32	41
BARHL2	54	25	29
LOC121819686	117	48	69
ZNF644	329	162	167
HFM1	167	75	92
LOC101115846	0	0	0
CDC7	0	0	0
TGFBR3	39	0	39
LOC114115646	3	0	3
BRDT	113	57	56
EPHX4	0	0	0
LOC121819721	0	0	0
LOC101116368	0	0	0
BTBD8	50	24	26
TRNAE-UUC_3	0	0	0
LOC114111182	0	0	0
C1H1orf146	0	0	0
GLMN	0	0	0
RPAP2	0	0	0
GFI1	350	207	143
EVI5	26	26	0
LOC114111229	56	22	34
RPL5	1175	569	606
LOC114111244	0	0	0
LOC114111264	0	0	0
DIPK1A	18	18	0
MTF2	51	15	36
TMED5	24	23	1
CCDC18	0	0	0
DR1	0	0	0
LOC114113093	0	0	0
FNBP1L	0	0	0
BCAR3	0	0	0
TRNAR-UCU	0	0	0
DNTTIP2	159	101	58
GCLM	141	54	87
TRNAG-UCC_2	0	0	0
ABCA4	63	37	26
ARHGAP29	222	125	97
ABCD3	175	98	77
F3	149	68	81
LOC121819805	0	0	0
LOC114113097	0	0	0
LOC121819811	0	67	57
SLC44A3	62	82	104
CNN3	80	58	22
ALG14	51	27	24
LOC121819814	0	0	0
LOC101108787	0	0	0
TRNAC-ACA_10	0	0	0
RWDD3	0	0	0
LOC114113098	351	147	204
TRNAC-GCA_3	0	0	0
PTBP2	377	180	197
DPYD	42	16	26
LOC114111147	0	0	0
LOC121819822	0	0	0
SNX7	51	25	26
PLPPR5	0	0	0
PLPPR4	0	0	0
PALMD	0	0	0
FRRS1	425	189	236
LOC121819830	0	0	0
AGL	134	50	84
SLC35A3	56	28	28
LOC114110975	0	0	0
MFSD14A	0	0	0
SASS6	58	29	29
TRMT13	48	14	34
LRRC39	0	0	0
DBT	45	16	29
RTCA	0	0	0
CDC14A	16	16	0
GPR88	0	0	0
LOC101113636	0	0	0
LOC101114226	308	176	132
LOC101123118	0	0	0
EXTL2	0	0	0
SLC30A7	156	72	84
LOC114111192	157	68	89
DPH5	0	0	0
LOC114116081	0	0	0
LOC105615111	594	280	314
S1PR1	54	36	18
TRNAW-CCA_7	0	0	0
LOC121819842	119	81	38
TRNAS-GGA_6	0	0	0
OLFM3	0	0	0
TRNAC-GCA_4	0	0	0
COL11A1	48	48	0
TRNAS-AGA_1	0	0	0
RNPC3	80	37	43
LOC101118831	150	76	74
LOC101119090	0	0	0
LOC114116098	0	0	0
TRNAS-GGA_7	0	0	0
LOC114110993	0	0	0
PRMT6	0	0	0
NTNG1	399	177	222
LOC105605158	0	0	0
VAV3	100	54	46
TRNAA-AGC	0	0	0
LOC101121132	0	0	0
LOC101121385	89	49	40
LOC101102447	144	86	58
FAM102B	0	0	0
HENMT1	111	86	25
LOC121818611	147	88	59
PRPF38B	62	24	38
FNDC7	102	58	44
STXBP3	0	0	0
AKNAD1	0	0	0
GPSM2	0	0	0
LOC114111279	0	0	0
CLCC1	263	113	150
LOC105607966	0	0	0
WDR47	93	47	46
TAF13	42	13	29
TMEM167B	121	48	73
LOC114111377	348	166	182
C1H1orf194	0	0	0
ELAPOR1	50	27	23
SARS1	220	88	132
CELSR2	86	23	63
PSRC1	0	0	0
LOC114116166	0	0	0
MYBPHL	36	36	0
SORT1	69	33	36
PSMA5	0	0	0
LOC121819901	0	0	0
LOC121819889	0	0	0
SYPL2	0	0	0
ATXN7L2	0	0	0
LOC101105614	0	0	0
AMIGO1	0	0	0
GPR61	0	0	0
GNAI3	63	31	32
GNAT2	61	27	34
AMPD2	0	0	0
LOC121819932	0	0	0
LOC101107401	0	0	0
LOC101107831	0	0	0
LOC106990219	0	0	0
LOC114116333	93	48	45
LOC114108708	18	11	7
LOC101108092	296	138	158
LOC101108705	0	0	0
GSTM3	143	61	82
EPS8L3	64	15	49
LOC114113138	0	0	0
LOC121819943	0	0	0
LOC121819942	0	0	0
CSF1	236	96	140
AHCYL1	745	388	357
STRIP1	28	28	0
ALX3	0	0	0
LOC114116343	0	0	0
UBL4B	0	0	0
SLC6A17	0	0	0
KCNC4	61	22	39
LOC114113143	54	30	24
RBM15	44	13	31
SLC16A4	102	44	58
LAMTOR5	23	10	13
PROK1	0	0	0
LOC114113153	0	0	0
CYM	0	0	0
KCNA10	0	0	0
LOC114116356	0	0	0
KCNA2	0	0	0
LOC121819953	0	0	0
LOC121819954	0	0	0
KCNA3	116	27	89
TRNAK-UUU	0	0	0
LOC101105715	0	0	0
CD53	0	0	0
LOC114111178	0	0	0
LRIF1	0	0	0
DRAM2	135	35	100
CEPT1	50	20	30
DENND2D	0	0	0
CHI3L2	111	91	20
LOC101106487	0	0	0
CHIA	0	0	0
PIFO	82	39	43
LOC101106738	630	325	305
LOC114111016	911	372	539
LOC101113807	69	41	28
LOC114108733	0	0	0
OVGP1	1	1	0
WDR77	0	0	0
ATP5PB	0	0	0
C1H1orf162	0	0	0
LOC121819967	0	0	0
TMIGD3	0	0	0
ADORA3	86	54	32
LOC121819968	0	0	0
LOC121819970	0	0	0
LOC114111036	106	21	85
RAP1A	74	43	31
INKA2	0	0	0
DDX20	231	113	118
KCND3	0	0	0
TRNAC-ACA_11	0	0	0
LOC114113162	0	0	0
LOC121817627	61	26	35
CTTNBP2NL	0	0	0
LOC114116389	193	96	97
WNT2B	0	0	0
ST7L	513	276	237
CAPZA1	0	0	0
MOV10	380	176	204
RHOC	56	25	31
PPM1J	0	0	0
TAFA3	0	0	0
TRNAL-UAA	0	0	0
LOC101108016	0	0	0
LOC121819992	0	0	0
LOC443456	0	0	0
LRIG2	0	0	0
LOC121820005	0	0	0
LOC121820006	0	0	0
LOC105609244	0	0	0
MAGI3	64	54	10
PHTF1	0	0	0
LOC105615308	37	0	37
RSBN1	131	36	95
PTPN22	425	194	231
BCL2L15	578	290	351
LOC114116436	0	22	41
AP4B1	57	29	28
DCLRE1B	0	0	0
LOC114116973	0	0	0
HIPK1	46	26	20
OLFML3	103	42	61
SYT6	0	0	0
TRIM33	93	55	38
TRNAE-CUC_1	0	0	0
BCAS2	0	0	0
DENND2C	141	63	78
AMPD1	49	25	24
NRAS	171	92	79
CSDE1	226	115	111
SIKE1	0	0	0
SYCP1	0	0	0
LOC114111212	0	0	0
TSHB	0	0	0
TRNAC-ACA_12	0	0	0
TSPAN2	76	47	29
LOC114113172	0	0	0
TRNAE-UUC_4	0	0	0
NGF	52	25	27
LOC121820033	0	0	0
TRNAS-GGA_8	0	0	0
VANGL1	220	129	91
CASQ2	0	0	0
LOC101110112	0	0	0
NHLH2	124	60	64
TRNAC-ACA_13	0	0	0
SLC22A15	272	148	124
MAB21L3	0	0	0
TRNAG-CCC_9	0	0	0
LOC105615359	0	0	0
LOC121817648	0	0	0
LOC121817653	0	0	0
ATP1A1	63	20	43
LOC114116588	0	0	0
CD58	35	35	0
LOC106990460	0	0	0
IGSF3	237	105	132
CD2	32	32	0
LOC121820072	0	0	0
LOC121820073	0	0	0
PTGFRN	0	0	0
CD101	0	0	0
LOC121820077	122	46	76
TTF2	197	142	55
TRIM45	130	66	64
VTCN1	47	24	23
TRNAA-UGC_3	0	0	0
MAN1A2	76	52	24
TENT5C	45	23	22
LOC121820084	0	0	0
LOC114110983	0	0	0
GDAP2	0	0	0
WDR3	154	101	53
SPAG17	48	22	26
LOC114111143	0	0	0
TBX15	0	0	0
WARS2	145	90	55
LOC114116621	54	24	30
HAO2	0	0	0
HSD3B1	0	0	0
LOC114116622	0	0	0
ZNF697	0	0	0
PHGDH	0	0	0
HMGCS2	0	0	0
REG4	0	0	0
LOC101112189	0	0	0
LOC101112445	0	0	0
LOC101112695	0	0	0
NOTCH2	220	110	110
SEC22B	0	0	0
LOC101112864	127	93	34
LOC114112215	22	13	9
TRNAQ-CUG	0	0	0
LOC114117240	110	66	44
LOC114112680	72	46	26
