gene	C5_unstranded	C5_strand1	C5_strand2
GLI2	0	0	0
TRNAW-CCA_37	0	0	0
TRNAE-UUC_26	0	0	0
LOC114112878	92	54	38
TFCP2L1	0	0	0
LOC101120060	0	0	0
CLASP1	0	0	0
LOC114113424	0	0	0
TRNAC-ACA_50	52	52	0
NIFK	47	31	16
LOC121818723	0	0	0
TSN	23	12	11
LOC105609988	32	0	32
LOC114113140	0	0	0
LOC101109675	0	0	0
TRNAC-GCA_42	0	0	0
CNTNAP5	325	165	160
LOC114113362	0	0	0
LOC114113277	0	0	0
TRNAC-GCA_43	0	0	0
TRNAW-CCA_38	0	0	0
LOC121818725	0	0	0
GYPC	0	0	0
LOC121818724	0	0	0
LOC121818726	0	0	0
LOC121818727	78	31	47
TEX51	87	47	40
GLS	166	88	78
STAT1	290	175	115
STAT4	63	39	24
MYO1B	278	131	147
LOC121818728	0	0	0
LOC114112881	0	0	0
NABP1	121	48	73
CAVIN2	65	41	24
TMEFF2	0	0	0
LOC121818551	0	0	0
TRNAC-GCA_44	0	0	0
LOC121818729	0	0	0
SLC39A10	135	76	59
DNAH7	157	54	103
LOC105610079	61	31	30
STK17B	0	0	0
HECW2	70	27	43
CCDC150	0	0	0
LOC114112248	0	0	0
GTF3C3	0	0	0
C2H2orf66	0	0	0
PGAP1	126	68	58
LOC121818730	512	272	240
ANKRD44	298	142	156
LOC114113201	0	0	0
TRNAC-ACA_51	0	0	0
SF3B1	206	119	87
COQ10B	109	47	62
LOC114113317	0	0	0
HSPD1	4	2	2
LOC106990104	97	50	47
LOC121818732	0	0	0
RFTN2	0	0	0
MARS2	0	0	0
LOC114113204	0	0	0
BOLL	234	131	103
LOC114113283	0	0	0
PLCL1	0	0	0
LOC114112882	0	0	0
LOC121818733	0	0	0
TRNAC-ACA_52	0	0	0
TRNAR-ACG_1	0	0	0
LOC114112464	0	0	0
SATB2	1079	646	433
LOC114113309	0	0	0
TRNAC-ACA_53	0	0	0
FTCDNL1	0	0	0
TRNAW-CCA_39	0	0	0
C2H2orf69	23	23	0
TYW5	112	56	56
MAIP1	0	0	0
LOC105610178	0	0	0
SPATS2L	109	53	56
KCTD18	0	0	0
SGO2	0	0	0
AOX1	30	19	11
LOC101104808	192	95	97
LOC121818829	0	0	0
LOC114108696	0	0	0
LOC121818830	0	0	0
LOC101102548	96	45	51
LOC105610195	0	0	0
LOC121818831	0	0	0
BZW1	115	76	39
CLK1	145	75	70
PPIL3	62	34	28
NIF3L1	49	16	33
ORC2	289	165	124
LOC105610198	0	0	0
FAM126B	119	44	75
NDUFB3	61	31	30
CFLAR	298	178	120
LOC101103049	0	0	0
LOC121818832	79	41	38
CASP8	25	15	10
FLACC1	63	33	30
LOC105610222	0	0	0
TRAK2	7	4	3
STRADB	0	0	0
C2CD6	244	170	74
TRNAG-CCC_35	0	0	0
TMEM237	0	0	0
MPP4	185	81	104
ALS2	1134	653	481
CDK15	0	0	0
FZD7	0	0	0
KIAA2012	109	53	56
SUMO1	0	0	0
LOC114113383	0	0	0
LOC121818735	178	96	82
NOP58	646	389	257
LOC114113416	0	0	0
LOC114113415	0	0	0
LOC114113434	0	0	0
LOC114113430	0	0	0
LOC121818833	0	0	0
BMPR2	30	15	15
FAM117B	0	0	0
ICA1L	0	0	0
LOC101111780	195	101	94
WDR12	269	133	136
CARF	0	0	0
NBEAL1	234	154	80
LOC101104050	47	14	33
TRNAR-UCU_2	0	0	0
ABI2	43	23	20
RAPH1	509	245	264
CD28	0	0	0
CTLA4	128	65	63
ICOS	0	0	0
TRNAS-GGA_60	0	0	0
PARD3B	300	74	226
NRP2	150	86	64
LOC121818736	0	0	0
TRNAR-ACG_2	0	0	0
LOC101104815	23	1	22
LOC121818737	54	27	27
INO80D	289	163	126
LOC121818517	0	0	0
TRNAW-CCA_40	0	0	0
NDUFS1	60	25	35
EEF1B2	1	1	0
LOC114113389	0	0	0
LOC114113393	0	0	0
CMKLR2	202	123	79
ZDBF2	53	35	18
ADAM23	0	0	0
FAM237A	0	0	0
DYTN	0	0	0
MDH1B	58	35	23
FASTKD2	63	39	24
CPO	192	98	94
LOC105610390	43	24	19
KLF7	0	0	0
TRNAS-GGA_61	0	0	0
LOC105610397	0	0	0
LOC105610401	386	182	204
LOC121818738	88	41	47
LOC121818739	0	0	0
LOC121818518	13	0	13
CREB1	102	49	53
METTL21A	102	53	49
LOC106990969	269	154	115
CCNYL1	49	20	29
LOC121818741	0	0	0
FZD5	0	134	127
LOC121818740	0	127	134
LOC121818742	175	87	88
PLEKHM3	0	0	0
LOC121818743	0	0	0
LOC114112889	0	0	0
LOC101119282	0	0	0
LOC101106832	0	0	0
LOC101119537	0	0	0
LOC101119795	0	0	0
LOC101120055	0	0	0
C2H2orf80	0	0	0
IDH1	65	20	45
PIKFYVE	0	0	0
PTH2R	48	23	25
LOC114113281	0	0	0
LOC101107339	0	0	0
MAP2	43	21	22
UNC80	325	166	159
RPE	0	25	0
KANSL1L	71	45	51
ACADL	0	0	0
MYL1	0	0	0
LANCL1	0	0	0
LOC101102541	45	19	26
CPS1	111	64	47
TRNAW-CCA_41	0	0	0
ERBB4	239	115	124
TRNAC-ACA_54	0	0	0
TRNAC-GCA_45	0	0	0
LOC121818746	0	0	0
LOC121818552	0	0	0
LOC121818747	25	25	0
IKZF2	46	46	0
TRNAW-CCA_42	0	0	0
LOC121818520	0	0	0
SPAG16	412	200	212
LOC114113422	0	0	0
VWC2L	0	0	0
LOC114113297	125	73	52
BARD1	0	0	0
ABCA12	50	29	21
LOC114113373	0	0	0
ATIC	30	30	0
FN1	108	86	22
LOC121818749	58	30	28
LOC121818553	0	0	0
MREG	0	0	0
LOC114113412	0	0	0
PECR	0	0	0
TMEM169	0	0	0
XRCC5	225	113	112
MARCHF4	0	0	0
TRNAS-GGA_62	0	0	0
TRNAC-GCA_46	0	0	0
SMARCAL1	40	15	25
RPL37A	4956	2506	2450
IGFBP2	162	85	77
IGFBP5	547	277	270
LOC114113222	0	0	0
TRNAC-ACA_55	0	0	0
LOC114113223	0	0	0
TNP1	36	36	0
LOC105610629	23	0	23
LOC114112894	0	0	0
TNS1	169	115	54
RUFY4	0	0	0
CXCR2	0	0	0
LOC101108811	0	0	0
ARPC2	197	102	95
LOC114113395	14	14	0
GPBAR1	0	0	0
LOC101110742	0	0	0
PNKD	101	43	58
TMBIM1	5	0	5
LOC101111003	179	89	90
LOC101110035	138	65	73
SLC11A1	25	6	19
CTDSP1	114	63	51
MIR26B	0	0	0
VIL1	0	0	0
USP37	128	71	57
CNOT9	644	333	311
PLCD4	568	266	302
ZNF142	99	43	56
LOC101111607	80	41	39
RNF25	70	35	35
STK36	46	16	30
TTLL4	0	0	0
LOC101111528	317	155	162
PRKAG3	0	0	0
WNT6	0	0	0
LOC121818753	0	0	0
WNT10A	0	0	0
CDK5R2	0	0	0
FEV	65	47	18
LOC121818754	0	0	0
CRYBA2	0	0	0
CFAP65	59	28	31
IHH	0	0	0
NHEJ1	19	0	19
SLC23A3	100	53	47
CNPPD1	0	0	0
RETREG2	140	57	83
ZFAND2B	307	165	142
ABCB6	0	0	0
ATG9A	237	100	137
ANKZF1	0	0	0
GLB1L	93	60	33
STK16	0	0	0
TUBA4A	49	15	34
LOC101116286	19	19	0
DNAJB2	351	199	152
PTPRN	0	0	0
LOC114113381	0	0	0
RESP18	65	36	29
LOC101117054	4	4	0
DES	3661	2001	1660
SPEG	91	60	31
TRNAC-ACA_56	0	0	0
SPEGNB	0	0	0
GMPPA	62	43	19
ASIC4	51	26	25
CHPF	154	85	69
TMEM198	0	0	0
OBSL1	0	0	0
INHA	0	0	0
LOC101115102	62	23	39
SLC4A3	0	0	0
TRNAC-GCA_47	0	0	0
TRNAS-GGA_63	0	0	0
TRNAC-GCA_48	0	0	0
EPHA4	277	148	129
LOC121818756	0	0	0
LOC114112895	1	0	1
TRNAS-GGA_64	0	0	0
PAX3	100	58	42
SGPP2	0	0	0
FARSB	101	44	57
LOC101120221	0	0	0
MOGAT1	0	0	0
TRNAG-GCC_18	0	0	0
LOC114112897	0	0	0
ACSL3	1	1	0
LOC121818758	50	25	25
KCNE4	132	65	67
LOC114112899	0	0	0
LOC114113425	57	25	32
TRNAS-GGA_65	0	0	0
SCG2	0	0	0
LOC101116638	104	60	44
AP1S3	48	35	13
LOC121818759	183	105	78
TRNAK-UUU_3	0	0	0
WDFY1	0	0	0
MRPL44	0	0	0
SERPINE2	3	2	1
FAM124B	0	0	0
CUL3	0	0	0
LOC121818554	140	57	83
DOCK10	142	81	61
LOC121818760	0	0	0
NYAP2	0	0	0
LOC114112901	0	0	0
LOC101102042	95	44	51
LOC121818761	0	0	0
IRS1	212	110	102
RHBDD1	176	89	87
COL4A4	401	172	229
COL4A3	70	54	16
MFF	305	155	150
TM4SF20	24	0	24
LOC101103542	0	0	0
AGFG1	164	84	80
LOC114113232	0	0	0
LOC114113161	0	0	0
SLC19A3	0	0	0
LOC121818845	0	0	0
CCL20	0	0	0
DAW1	0	0	0
LOC114113278	0	0	0
LOC101118932	0	0	0
PID1	0	0	0
DNER	0	0	0
LOC114113326	249	104	145
TRIP12	1700	815	885
LOC114113295	0	0	0
FBXO36	0	0	0
SLC16A14	26	26	0
LOC101120225	76	33	43
LOC121818763	34	21	13
SP110	0	0	0
SP140	140	57	83
TRNAS-GGA_66	0	0	0
LOC101120993	0	0	0
LOC101121244	58	25	33
LOC105610092	0	0	0
CAB39	234	133	101
ITM2C	28	3	25
GPR55	0	0	0
LOC101106570	0	0	0
LOC121818764	0	0	0
C2H2orf72	172	94	78
PSMD1	11478	5864	5614
HTR2B	0	0	0
LOC114113275	0	0	0
LOC121818765	0	0	0
ARMC9	317	158	159
LOC114113315	101	61	40
LOC114113470	0	0	0
LOC114113234	0	0	0
B3GNT7	72	37	35
NCL	509	306	203
LOC114113369	0	0	0
LOC114113388	0	0	0
LOC114113382	0	0	0
LOC105610097	69	45	24
NMUR1	0	0	0
TRNAG-CCC_36	161	84	77
TEX44	0	0	0
LOC121818766	0	0	0
LOC121818767	0	0	0
LOC105610100	0	0	0
PTMA	1176	669	507
PDE6D	0	0	0
TRNAK-UUU_4	0	0	0
TRNAS-GGA_67	0	0	0
COPS7B	416	210	206
NPPC	128	101	27
DIS3L2	171	117	54
TRNAG-CCC_37	0	0	0
TRNAG-CCC_38	0	0	0
LOC101109150	0	0	0
LOC101123537	5353	2741	2612
LOC101109419	0	0	0
LOC101101962	0	0	0
LOC101117831	0	0	0
LOC101109677	0	0	0
ECEL1	0	0	0
PRSS56	0	0	0
CHRND	0	0	0
CHRNG	50	0	50
EIF4E2	119	62	57
PHC2	562	292	270
A3GALT2	0	0	0
ZNF362	300	132	168
LOC106990971	0	0	0
TRIM62	107	46	61
LOC114113235	0	0	0
AZIN2	0	0	0
LOC121818555	0	0	0
LOC114112903	47	29	18
AK2	0	0	0
LOC121818768	0	0	0
LOC114113426	0	0	0
RNF19B	57	36	21
TMEM54	0	0	0
HPCA	0	0	0
FNDC5	0	0	0
LOC101111609	253	134	119
YARS1	36	0	36
LOC121818769	0	0	0
KIAA1522	0	0	0
LOC114113237	0	0	0
LOC121818770	160	92	68
SYNC	139	218	123
RBBP4	0	71	131
ZBTB8OS	58	27	31
ZBTB8A	0	0	0
ZBTB8B	0	0	0
BSDC1	0	42	57
TSSK3	0	57	42
FAM229A	0	0	0
MARCKSL1	0	0	0
HDAC1	0	0	0
LCK	0	0	0
FAM167B	0	0	0
LOC101115435	0	0	0
EIF3I	36	14	22
TMEM234	0	0	0
DCDC2B	76	28	48
IQCC	0	0	0
LOC121818834	0	35	34
CCDC28B	0	34	35
TXLNA	92	86	6
KPNA6	350	198	152
LOC114113468	0	0	0
LOC114113418	0	0	0
TMEM39B	0	0	0
KHDRBS1	101	59	42
TRNAE-CUC_15	0	0	0
PTP4A2	938	430	508
SPOCD1	0	0	0
ADGRB2	0	0	0
COL16A1	32	0	32
PEF1	0	0	0
HCRTR1	0	0	0
TINAGL1	0	0	0
LOC101107259	0	0	0
TRNAY-GUA_7	0	0	0
SERINC2	0	0	0
LOC114113240	0	0	0
ZCCHC17	304	149	155
FABP3	0	0	0
TRNAQ-CUG_10	0	0	0
SNRNP40	647	359	288
NKAIN1	0	0	0
PUM1	232	100	132
LOC114113386	0	0	0
LOC114113384	0	0	0
LOC114113385	0	0	0
SDC3	295	150	145
LOC101108033	3	2	1
LAPTM5	4215	2204	2011
MATN1	0	0	0
LOC121818556	0	0	0
PTPRU	0	0	0
MECR	60	31	29
LOC114113328	0	0	0
SRSF4	36	21	15
TMEM200B	0	96	131
EPB41	292	259	260
LOC121818771	0	0	0
OPRD1	0	0	0
TRNAE-UUC_27	0	0	0
YTHDF2	0	0	0
LOC114113296	0	0	0
GMEB1	140	46	94
LOC101123533	146	34	112
LOC114113408	0	0	0
TAF12	0	0	0
LOC121818835	0	0	0
RAB42	0	0	0
LOC101102543	14	6	8
LOC114113387	0	0	0
LOC114113394	0	0	0
LOC114113403	0	0	0
LOC114113420	0	0	0
LOC101102703	0	0	0
RCC1	0	0	0
TRNAG-UCC_22	0	0	0
LOC105608205	0	0	0
LOC114113367	111	74	37
LOC114113368	0	0	0
LOC121818836	42	26	16
PHACTR4	142	108	34
MED18	63	63	0
SESN2	104	40	64
TRNAG-CCC_39	0	0	0
ATP5IF1	0	0	0
DNAJC8	79	36	43
PTAFR	139	69	70
LOC121818840	0	0	0
EYA3	374	180	194
XKR8	0	0	0
SMPDL3B	0	0	0
LOC114113435	6	6	0
RPA2	0	0	0
THEMIS2	74	36	38
PPP1R8	49	25	24
LOC114113410	0	0	0
STX12	26	26	0
FAM76A	175	89	86
IFI6	1585	788	797
FGR	0	0	0
AHDC1	0	0	0
LOC105606955	0	0	0
WASF2	289	159	130
LOC114113274	0	0	0
GPR3	0	0	0
CD164L2	0	0	0
FCN3	57	31	26
MAP3K6	0	0	0
SYTL1	218	110	108
TMEM222	132	62	70
LOC121818842	0	0	0
LOC121818843	151	76	76
WDTC1	173	114	60
SLC9A1	0	0	0
LOC121818772	21	20	1
LOC121818773	0	0	0
TENT5B	58	23	35
TRNP1	0	0	0
KDF1	0	0	0
NUDC	111	64	47
NR0B2	0	0	0
GPATCH3	0	0	0
GPN2	0	0	0
SFN	0	0	0
ZDHHC18	0	0	0
PIGV	0	0	0
LOC105611280	0	0	0
ARID1A	564	255	309
LOC121818774	46	7	39
RPS6KA1	75	35	40
LOC121818775	0	0	0
LOC101110394	0	0	0
LOC114112904	0	0	0
HMGN2	523	268	255
DHDDS	0	0	0
LIN28A	0	0	0
ZNF683	0	0	0
CRYBG2	0	0	0
CD52	81	53	28
UBXN11	210	108	102
SH3BGRL3	189	93	96
CEP85	0	0	0
CATSPER4	86	39	47
CNKSR1	73	47	26
LOC121818776	0	0	0
C2H1orf232	0	0	0
FAM110D	132	67	65
PDIK1L	11	11	0
TRIM63	24	14	10
SLC30A2	0	0	0
EXTL1	0	0	0
PAFAH2	0	0	0
STMN1	0	0	0
LOC121818777	0	0	0
PAQR7	79	42	37
LOC101114173	0	0	0
MTFR1L	0	0	0
SELENON	128	64	64
MAN1C1	0	0	0
LOC121818778	0	0	0
LDLRAP1	114	51	63
MACO1	0	0	0
LOC101114847	0	74	66
TMEM50A	0	66	74
RSRP1	0	0	0
LOC101119379	162	84	78
LOC121818779	0	0	0
LOC114112907	0	0	0
RUNX3	0	0	0
LOC121818780	0	0	0
CLIC4	128	70	58
LOC114113248	0	0	0
LOC101116025	0	0	0
LOC114112908	0	0	0
SRRM1	337	224	113
TRNAE-UUC_28	0	0	0
LOC101116544	79	43	36
TRNAS-GGA_68	0	0	0
RCAN3	118	51	67
NIPAL3	117	43	74
STPG1	0	0	0
GRHL3	0	0	0
LOC114113250	0	0	0
TRNAE-UUC_29	0	0	0
IFNLR1	0	0	0
IL22RA1	0	0	0
MYOM3	0	0	0
LOC114113345	31	31	0
SRSF10	297	150	147
PNRC2	69	36	33
CNR2	0	0	0
FUCA1	15	4	11
HMGCL	0	0	0
GALE	0	0	0
LYPLA2	0	0	0
PITHD1	0	0	0
ELOA	138	97	41
LOC105606974	0	0	0
RPL11	722	332	390
ID3	0	0	0
E2F2	76	44	32
LOC121818781	0	0	0
ASAP3	68	19	49
LOC114113291	0	0	0
TCEA3	290	139	151
LOC106990852	0	0	0
ZNF436	0	0	0
HNRNPR	152	87	65
TRNAV-CAC_11	0	0	0
HTR1D	121	61	60
LOC114112910	59	20	39
LUZP1	59	44	15
KDM1A	101	79	22
TEX46	0	0	0
LACTBL1	0	0	0
EPHB2	0	0	0
C1QB	1960	1058	902
LOC101123446	63	24	39
C1QC	923	408	515
C1QA	628	329	299
EPHA8	0	0	0
ZBTB40	0	0	0
LOC121818783	0	0	0
WNT4	0	0	0
LOC114113253	0	0	0
LOC121818784	0	0	0
LOC114113322	0	0	0
CDC42	1006	551	455
LOC101103215	77	40	37
LOC101103454	0	0	0
LOC101103876	0	0	0
HSPG2	134	103	31
LDLRAD2	76	28	48
USP48	269	143	126
LOC114113439	0	0	0
LOC114113273	12	0	12
LOC101104377	25	7	18
ALPL	0	0	0
ECE1	505	266	239
EIF4G3	531	231	300
HP1BP3	0	0	0
SH2D5	0	0	0
KIF17	0	0	0
LOC121818786	0	0	0
LOC121818785	0	0	0
DDOST	31	20	11
PINK1	69	24	45
CDA	0	0	0
FAM43B	0	0	0
LOC105611487	589	367	222
MUL1	0	0	0
CAMK2N1	0	0	0
VWA5B1	162	70	92
LOC121818557	0	0	0
UBXN10	43	16	27
PLA2G2C	0	0	0
PLA2G2F	0	0	0
PLA2G2D	68	48	20
PLA2G5	374	210	164
LOC101107171	0	0	0
LOC121818787	0	0	0
LOC101107420	0	0	0
LOC101107675	0	0	0
LOC121818788	0	0	0
PLA2G2E	0	0	0
OTUD3	0	0	0
LOC121818789	0	0	0
RNF186	0	0	0
LOC105611518	61	20	41
TMCO4	112	59	53
HTR6	0	0	0
LOC101108197	219	125	94
TRNAE-UUC_30	0	0	0
MICOS10	255	121	134
CAPZB	0	0	0
LOC114113257	61	37	24
SLC66A1	0	0	0
AKR7A2	95	40	55
LOC105611550	58	24	34
MRTO4	24	24	0
EMC1	0	0	0
LOC114113411	0	0	0
UBR4	197	123	74
LOC121818790	64	28	36
LOC121818791	58	29	29
IFFO2	1530	775	755
ALDH4A1	0	0	0
TAS1R2	0	0	0
PAX7	0	0	0
TRNAG-GCC_19	0	0	0
TRNAR-UCG_1	0	0	0
KLHDC7A	0	0	0
LOC114112911	0	0	0
IGSF21	0	0	0
TRNAC-GCA_49	0	0	0
ACTL8	0	0	0
LOC121818792	0	0	0
ARHGEF10L	77	46	31
LOC121818793	0	0	0
LOC121818794	0	0	0
LOC105611567	0	0	0
LOC114113260	0	0	0
LOC121818795	0	0	0
LOC121818796	0	0	0
LOC121818798	0	0	0
LOC121818797	0	0	0
RCC2	312	154	158
PADI6	0	0	0
PADI4	0	0	0
LOC121818799	0	0	0
PADI3	0	0	0
LOC114113417	42	25	17
PADI1	0	0	0
LOC121818800	0	0	0
LOC121818801	0	0	0
LOC121818802	2	2	0
PADI2	107	48	59
SDHB	145	54	91
LOC105611576	0	0	0
ATP13A2	0	0	0
MFAP2	128	54	74
CROCC	77	40	37
NECAP2	114	77	37
SPATA21	0	0	0
SZRD1	517	314	203
FBXO42	46	24	22
CPLANE2	114	37	77
LOC121818804	0	0	0
ARHGEF19	0	0	0
EPHA2	0	0	0
FAM131C	0	0	0
CLCNKA	0	0	0
HSPB7	0	0	0
LOC114113265	0	0	0
SRARP	0	0	0
LOC105611592	0	0	0
LOC121818805	0	0	0
LOC114112239	0	0	0
LOC121818806	0	0	0
LOC114112247	588	190	398
LOC121818522	0	0	0
LOC114112439	0	0	0
LOC121818844	0	1	0
LOC121818851	0	0	0
LOC121818850	3958	1939	2019
LOC114112674	34	12	22
LOC121818848	8385	4458	3927
LOC121818852	0	0	0
LOC121818849	46509	25014	21495
LOC121818524	665	346	321
LOC114112489	18947	9968	8980
LOC114112488	0	0	0
LOC114112700	119	9197	10296
LOC114112490	14324	17322	16365
CACNA1B	0	0	0
EHMT1	57	23	34
ARRDC1	324	210	114
ZMYND19	58	23	35
DPH7	0	0	0
PNPLA7	150	79	71
MRPL41	358	157	201
NSMF	26	10	16
LOC121818973	0	0	0
ENTPD8	0	35	27
NOXA1	420	208	274
EXD3	249	125	124
LOC114114118	0	0	0
TOR4A	206	110	96
NELFB	51	26	25
STPG3	0	0	0
FAM166A	0	133	159
TUBB4B	85	198	179
SLC34A3	43	43	0
RNF224	0	0	0
RNF208	0	0	0
LOC114113841	0	0	0
NDOR1	366	197	169
TMEM203	1	1	0
TPRN	237	144	93
SSNA1	136	75	61
ANAPC2	819	344	475
TMEM210	0	0	0
LRRC26	33	4	29
GRIN1	266	129	137
LOC105605821	0	0	0
DPP7	381	184	197
LOC105605822	200	120	80
LOC105606001	73	32	41
UAP1L1	64	34	30
SAPCD2	0	0	0
ENTPD2	0	0	0
LOC121818974	0	0	0
NPDC1	795	411	384
FUT7	215	129	86
ABCA2	41	22	19
CLIC3	73	112	105
PAXX	0	73	71
LCNL1	0	0	0
PTGDS	181	111	70
LCN12	0	0	0
C8G	50	24	26
FBXW5	0	0	0
TRAF2	270	136	134
EDF1	613	281	332
MAMDC4	0	0	0
PHPT1	36	16	20
AJM1	0	0	0
RABL6	560	227	333
CCDC183	69	39	30
TMEM141	80	32	48
LOC121818977	0	0	0
LOC101106250	0	0	0
LCN6	0	0	0
LCN10	0	0	0
LOC114114123	0	0	0
LOC105607196	0	0	0
MRPS2	329	160	169
C3H9orf116	115	51	64
PPP1R26	0	0	0
LOC105607199	35	18	17
LOC121818979	0	0	0
LOC121818980	0	0	0
OLFM1	24	0	24
LOC121818981	0	0	0
LOC105607203	0	0	0
LOC121818982	0	0	0
LOC101107513	329	128	201
COL5A1	0	0	0
LOC105612347	0	0	0
RXRA	1341	650	691
LOC121819255	813	418	395
LOC121819256	0	0	0
TRNAG-UCC_23	0	0	0
LOC121819257	0	0	0
LOC114114271	0	0	0
WDR5	40	23	17
BRD3	73	32	41
BRD3OS	53	29	24
LOC121819258	0	0	0
VAV2	1	125	82
LOC121819259	0	81	125
SARDH	31	18	13
DBH	0	0	0
LOC121819261	0	0	0
LOC121819260	0	0	0
FAM163B	0	0	0
ADAMTSL2	0	0	0
MYMK	0	0	0
SLC2A6	165	80	85
CACFD1	182	86	96
ADAMTS13	0	0	0
LOC121819262	0	0	0
REXO4	236	109	127
STKLD1	0	0	0
SURF4	105	46	59
SURF2	0	0	0
LOC101113488	18	11	7
RPL7A	13765	7122	6643
LOC114114211	0	0	0
LOC114114212	0	0	0
LOC114114216	0	0	0
LOC114114215	0	0	0
MED22	54	19	35
LOC121819263	0	0	0
SURF6	128	74	54
ABO	0	0	0
LOC105607217	0	0	0
LOC101110918	0	0	0
LOC114114258	0	0	0
LOC114114248	0	0	0
DIPK1B	0	0	0
AGPAT2	144	90	54
EGFL7	2367	1178	1189
LOC105612389	0	0	0
NOTCH1	59	33	26
SEC16A	77	54	23
INPP5E	0	0	0
PMPCA	323	163	160
ENTR1	0	0	0
LOC101116303	249	125	124
DNLZ	353	172	181
GPSM1	0	0	0
CCDC187	345	212	133
QSOX2	1	1	0
LHX3	0	0	0
LOC105607253	30	0	30
TMEM250	241	137	104
NACC2	229	116	113
UBAC1	0	0	0
CAMSAP1	0	0	0
KCNT1	0	0	0
SOHLH1	0	0	0
LCN9	0	0	0
GLT6D1	0	0	0
PAEP	0	0	0
LOC121818984	0	0	0
LOC114113859	127	61	66
GBGT1	0	0	0
LOC121818985	0	0	0
RALGDS	0	0	0
CEL	0	0	0
GTF3C5	240	112	128
GFI1B	0	0	0
TSC1	232	130	102
SPACA9	93	49	44
AK8	178	93	85
GTF3C4	116	38	78
DDX31	0	0	0
LOC121818986	0	0	0
BARHL1	0	0	0
CFAP77	107	56	51
TTF1	184	106	78
SETX	235	119	116
TRNAS-GGA_69	0	0	0
NTNG2	70	25	45
LOC114113864	0	0	0
TRNAE-UUC_31	0	0	0
MED27	43	22	21
LOC121819264	0	0	0
RAPGEF1	0	0	0
LOC114114151	0	0	0
PRRT1B	0	0	0
UCK1	0	0	0
POMT1	95	52	43
PRRC2B	144	80	64
LOC114114225	0	0	0
LOC114114224	0	0	0
PLPP7	42	0	42
LOC105607235	0	0	0
FAM78A	0	0	0
LOC121819265	43	24	19
NUP214	0	0	0
LOC114114257	0	0	0
AIF1L	0	0	0
LAMC3	0	0	0
FIBCD1	0	0	0
QRFP	0	0	0
ABL1	29	29	0
EXOSC2	121	67	54
PRDM12	0	0	0
FUBP3	0	0	0
ASS1	0	0	0
HMCN2	0	0	0
LOC121818987	43	0	43
LOC114114226	0	0	0
LOC114108601	86	47	39
NCS1	326	188	138
GPR107	0	0	0
FNBP1	332	185	147
TRNAY-AUA_2	0	0	0
LOC105607239	160	69	91
USP20	165	66	99
LOC105607240	0	0	0
C3H9orf78	0	0	0
TOR1A	0	0	0
TOR1B	0	0	0
PTGES	22	16	6
PRRX2	0	0	0
LOC114114127	0	0	0
ASB6	0	0	0
NTMT1	1	1	0
C3H9orf50	0	0	0
LOC106991031	0	0	0
LOC121818988	0	0	0
LOC114113868	0	0	0
LOC121818990	0	0	0
LOC121818989	0	0	0
LOC121818991	0	0	0
LOC121818992	0	0	0
TRNAG-UCC_24	0	0	0
IER5L	292	153	139
PTPA	244	133	111
CRAT	35	35	0
DOLPP1	0	0	0
MIGA2	0	0	0
TRNAG-UCC_25	0	0	0
SH3GLB2	66	33	33
NUP188	88	47	41
DOLK	32	15	17
PHYHD1	0	0	0
LRRC8A	902	437	465
LOC114108697	0	0	0
LOC114113871	0	0	0
LOC114113869	0	0	0
LOC101106416	36	45	55
ENDOG	0	36	28
TBC1D13	0	0	0
LOC114113872	0	0	0
ZER1	0	0	0
LOC121818993	0	0	0
ZDHHC12	0	113	97
PKN3	78	135	153
SET	190	103	87
DYNC2I2	206	132	74
SPTAN1	446	207	239
GLE1	242	122	120
ODF2	0	0	0
LOC121818994	0	0	0
CERCAM	0	0	0
LOC121818971	0	0	0
LOC114114288	0	0	0
URM1	0	0	0
LOC121818995	0	0	0
SLC27A4	31	17	14
TRNAR-UCU_3	0	0	0
TRNAG-CCC_40	0	0	0
COQ4	322	197	125
TRUB2	40	26	14
SWI5	0	0	0
GOLGA2	80	37	43
DNM1	0	0	0
LOC105610837	19	14	5
CIZ1	0	0	0
BBLN	0	0	0
LCN2	50	22	28
PTGES2	0	0	0
TRNAG-CCC_41	0	0	0
SLC25A25	86	37	49
NAIF1	0	0	0
LOC121818945	0	0	0
FAM102A	764	405	359
DPM2	0	0	0
PIP5KL1	0	0	0
ST6GALNAC4	155	104	51
ST6GALNAC6	89	54	35
AK1	203	142	61
ENG	189	79	110
LOC114113875	0	0	0
FPGS	63	24	39
CDK9	485	211	274
SH2D3C	0	0	0
TOR2A	0	0	0
TTC16	0	0	0
PTRH1	0	0	0
CFAP157	0	0	0
STXBP1	94	54	40
LOC121818996	0	0	0
NIBAN2	57	57	0
TRNAC-ACA_57	0	0	0
LRSAM1	68	36	32
RPL12	415	4469	4280
LOC114114233	0	0	0
ZNF79	36	4073	4297
SLC2A8	114	49	65
LOC121818997	0	0	0
GARNL3	0	0	0
LOC114114160	0	0	0
RALGPS1	101	45	56
ANGPTL2	0	0	0
ZBTB34	0	0	0
LOC121818972	0	0	0
ZBTB43	101	56	45
LMX1B	0	0	0
LOC114114129	0	0	0
LOC105610844	0	0	0
MVB12B	0	0	0
TRNAC-ACA_58	0	0	0
PBX3	0	0	0
LOC121818998	68	35	33
MAPKAP1	0	0	0
LOC121819151	0	0	0
LOC114114294	0	0	0
LOC114114187	0	0	0
